name,price
TELA FUREY MACROPOROSA PLASTICA (MOD 2) 5cm,$2.378
"TELA FUREY MACROPOROSA PLASTICA (MOD 2) 2,5cm",$2.378
"TELA FUREY MACROPOROSA PLASTICA (MOD 2) 1,25cm",$2.499
JMY CEPILLO NEUMATICO PALETA METALIZADO (C650),$1.611
JESSAMY CEPILLO CABELLO NEUMATICO OVAL COLOR (C850),$775
JESSAMY CEPILLO CABELLO ARAÑA TUNEL COLOR (C853),$735
JESSAMY PIEDRA POMEZ RECTA CON CORDON (P1010),$157
REPUESTO NEBULIZADOR PISTON CONJUNTO NEBULIZAR P62,$1.288
"TELA ADHESIVA TUBO HOSPITALARIA ADHESUR 2,5 cm x 4,5 mts",$2.347
TENSIOMETRO DIGITAL SCIAN AUTOMATICO DE BRAZO LD572,$7.753
MANGO EAU DE PARFUM RED LEGEND MEN x 100 ml.,$3.712
MANGO EAU DE PARFUM BLUE ATTRACTION MEN x 100 ml.,$3.712
UNIFORM EAU DE PARFUM BROOKLING ST MEN x 100 ml.,$2.887
UNIFORM EAU DE PARFUM BROADWAY ST WOMAN x 100 ml.,$2.887
GUANTE NITRILO DEXAL NEGRO MEDIANO x 100 u.,$626
"VITAOL ACEITE DE MENTA, ROMERO, ARGAN Y JOJOBA x 20 ml.",$992
"VITAOL ACEITE DE SANDAlO, ROSA MOSQUETA Y JOJOBA x 20 ml.",$992
VITAOL ACEITE DE JOJOBA x 20 ml.,$744
"VITAOL ACEITE DE LAVANDA, ROSA MOSQUETA Y JOJOBA x 20 ml.",$992
"VITAOL ACEITE DE BERGAMOTA, ARGAN Y JOJOBA x 20 ml.",$992
GUANTE NITRILO DEXAL AZUL EXTRA GRANDE x 100 u.,$626
GUANTE NITRILO DEXAL AZUL CHICO x 100 u.,$626
GUANTE NITRILO DEXAL NEGRO EXTRA GRANDE x 100 u.,$626
GUANTES NITRILO DEXAL NEGRO CHICO x 100 u.,$626
BIALCOHOL 70º PORTA x 500 ml,$240
MARY BOSQUES CARTA COLORES KIT COLORACION,$94
MB LIFTING EN CREMA SOBRE x 20 grs.,$116
MARY BOSQUES KIT COLORACION Nº 5.20 BORRAVINO UVA,$339
MARY BOSQUES KIT COLORACION Nº 55.46 ROJO INTENSO CASTAÑO CLARO,$339
MARY BOSQUES KIT COLORACION Nº 5.62 VIOLINÉ,$339
MARY BOSQUES KIT COLORACION Nº 10.1 RUBIO PLATINO,$339
MARY BOSQUES KIT COLORACION Nº 9.1 RUBIO MUY CLARO CENIZA,$339
MARY BOSQUES KIT COLORACION Nº 8.1 RUBIO CLARO CENIZA,$339
MARY BOSQUES KIT COLORACION Nº 7.1 RUBIO CENIZA,$339
MARY BOSQUES KIT COLORACION Nº 6.1 RUBIO SOCURO CENIZA,$339
MARY BOSQUES KIT COLORACION Nº 10.31 BEIGE,$339
MARY BOSQUES KIT COLORACION Nº 9.3 RUBIO MUY CLARO DORADO,$339
MARY BOSQUES KIT COLORACION Nº 8.3 RUBIO CLARO DORADO,$339
MARY BOSQUES KIT COLORACION Nº 7.3 RUBIO DORADO,$339
MARY BOSQUES KIT COLORACION Nº 5.25 MARRÓN CHOCOLATE,$339
MARY BOSQUES KIT COLORACION Nº 8.73 RUBIO CLARO CHOCOLATE DORADO,$339
MARY BOSQUES KIT COLORACION Nº 7.73 RUBIO CHOCOLATE DORADO,$339
MARY BOSQUES KIT COLORACION Nº 6.73 RUBIO OSCURO CHOCOLATE DORADO,$339
MARY BOSQUES KIT COLORACION Nº 9 RUBIO MUY CLARO,$339
MARY BOSQUES KIT COLORACION Nº 8 RUBIO CLARO,$339
MARY BOSQUES KIT COLORACION Nº 7 RUBIO,$339
MARY BOSQUES KIT COLORACION Nº 6 RUBIO OSCURO,$339
MARY BOSQUES KIT COLORACION Nº 5 CASTAÑO CLARO,$339
MARY BOSQUES KIT COLORACION Nº 4 CASTAÑO,$339
MARY BOSQUES KIT COLORACION Nº 3 CASTAÑO OSCURO,$339
MARY BOSQUES KIT COLORACION Nº 1 NEGRO,$339
REPUESTO NEBULIZADOR PISTON AMPOLLA NEBULIZAR SILFAB (P71),$542
LIMA METALICA SEMDIL DIAMANTADA x 6 unid. (532),$969
PINZA PARA DEPILAR PLATEADA ANSELL 777 x 12 u. (1035),$489
PINZA PARA DEPILAR NEGRA ANSELL 777 x 12 u. (1034),$563
PINZA PARA DEPILAR GALANA DE ACERO INOXIDABLE x 12 u (636),$1.210
EQUIPO COPROPARASITOLOGICO TABLADA PEDIATRICO CON PORTAOBJETO,$602
O2+ ALICATE EN BLISTER (8030),$1.076
O2+ LIMA DE 7 PASOS 18 cm (0485),$306
O2+ ESPEJO PLEGABLE CON CEPILLO FUCSIA (0263),$487
O2+ SET DE MANICURA BLISTER 3 PIEZAS (0072),$368
O2+ MASAJEADOR FACIAL DOBLE ROSA (0022),$1.389
O2+ ORGANIZADOR PLÁSTICO PORTA COSMETICOS (4285),$2.065
VENDA CAMBRIC FUREY (Mod 2) 20 cm.x UNIDAD,$184
VENDA CAMBRIC FUREY (Mod 2) 15 cm. x UNIDAD,$133
VENDA CAMBRIC FUREY (Mod 2) 10 cm. x 24 u,$2.622
VENDA CAMBRIC FUREY (Mod 2) 7 cm. x 24 u,$1.801
VENDA CAMBRIC FUREY (Mod 2) 5 cm. x 24 u,$1.356
VENDA CAMBRIC FUREY (Mod 2) 10 cm. CAJA x 500 u,$42.521
VENDA CAMBRIC FUREY (Mod 2) 7 cm. CAJA x 700 u,$37.384
BOLSA COLEC.ORINA WEBEST x 2000 ml.,$114
TERMOMETRO DIGITAL CLINICO ETEMP,$626
TULIPAN BOLAS CHINAS (210),$2.838
TULIPAN VIBRADOR (203),$5.311
O2+ SET DE 3 LIMAS ANIMAL PRINT (0041),$273
O2+ SET DE 3 LIMAS ANIMAL PRINT (0461),$273
O2+ PESTAÑAS POSTIZAS 3D H10 (4384),$864
O2+ PESTAÑAS POSTIZAS 3D H09 (4377),$864
O2+ PESTAÑAS POSTIZAS 3D H08 (4360),$864
O2+ PESTAÑAS POSTIZAS 3D H07 (4353),$864
O2+ PESTAÑAS POSTIZAS 3D H06 (4346),$864
O2+ PESTAÑAS POSTIZAS 3D H05 (4339),$864
O2+ PESTAÑAS POSTIZAS 3D H04 (4322),$864
O2+ PESTAÑAS POSTIZAS 3D H03 (4315),$864
O2+ PESTAÑAS POSTIZAS 3D H02 (4308),$864
O2+ PESTAÑAS POSTIZAS 3D H01 (3806),$864
O2+ COLITAS PELO CABLE TELEFONO x 4 unid. (3806),$713
O2+ EXHIBIDOR DE MOSTRADOR (CONSULTAR PRECIO),$38.192
PIEDRA ESPUMA LIMABEL x 12 u.,$1.286
UÑAS POSTIZAS CON PEGAMENTO x 24 u.,$660
LIMA PLASTICA NEGRA SUPER LIBERA x12,$357
CEPILLO DENTAL JABALI NIÑO 407 x12,$473
CEPILLO DENTAL JABALI ADULTO 604 x12,$473
DISWALD PINZA DEPILAR DORADA x 1 u (1932),$527
DISWALD PINZA DEPILAR NEGRA x 1 u (1933),$400
DISWALD PINZA DEPILAR PLATEADA x 1 u (1931),$367
PERFILADOR NAVAJIN DE CEJAS DAMA x 1 u. (9101),$267
ESPEJO CON AUMENTO 5X (66025),$686
ESPEJO CON AUMENTO 10X (W101),$739
PERFUME INFANTIL RIVER PLATE x 100 ml,$2.154
PERFUME INFANTIL BOCA JUNIORS x 100 ml,$2.154
SET DE BAÑO JUSTICE LEAGUE 45814,$2.873
MS EXHIBIDOR (CONSULTAR PRECIO),$130.074
OXIMETRO DE PULSO CONTEC CMS50DL,$4.906
OXIMETRO DE PULSO CONTEC CON CURVA CMS50D,$5.541
EXHIBIDOR DE CEPILLOS,$15.305
MAC GREGOR ESTUCHE EAU DE PARFUM DEEP BLUE x 100 ml + DEO,$1.994
MAC GREGOR ESTUCHE EAU DE PARFUM STRONGER x 100 ml + DEO,$2.461
MAC GREGOR EAU DE PARFUM BINARY x 100 ml,$3.369
ANDADOR TIJERA CON 2 RUEDAS SILFAB A3026,$12.905
ANDADOR TIJERA SILFAB A3025,$12.265
JACTANS MASCARA DE PESTAÑAS MADONNA EYES A PRUEBA DE AGUA 634/003,$508
JACTANS MASCARA DE PESTAÑAS INTENSE ME 685,$1.291
BARBIJO KN95 x 10 u AEROMEDICAL,$1.040
BARBIJO TRIPLE CAPA CON ELASTICO AEROMEDICAL x 50 u,$709
JACTANS MASCARA DE PESTAÑAS BE GLAMOROUS 515,$1.149
"DISNEY 3 EN 1 SHAMPOO, ACONDICIONADOR Y BODY WASH TOY STORY x 400 ml.",$2.011
"DISNEY 3 EN 1 SHAMPOO, ACONDICIONADOR Y BODY WASH MICKEY x 400 ml.",$2.154
MARY BOSQUES RUBIOS TOTALES DOYPACK x 250 gr.,$631
PLANTILLAS SIN ARCO FUREY No 40/41,$229
PLANTILLAS SIN ARCO FUREY No 42/43,$229
PLANTILLAS SIN ARCO FUREY No 38/39,$229
PLANTILLAS SIN ARCO FUREY No 36/37,$229
BARBIJO PEDIATRICO TRIPLE CAPA CON ELASTICO PADEMED x 25 u,$355
TULIPAN ARO VIBRADOR (204),$1.472
GUANTE LATEX TRUX GRANDE x 100 u.,$542
DERMOGREEN CREMA MANOS HUMECTACION TOTAL x 160 grs.,$267
DERMOGREEN CREMA MANOS SUAVIDAD Y NUTRICION x 160 grs.,$267
JESSAMY CORTA UÑAS CHICO BLISTER J608,$170
EXHIBIDOR VITAOL ACEITE DE JOJOBA Y TEA TREE,$1
EXHIBIDOR LAPIZ NITRATO PLATA VERRUGOL,$1
JACTANS EXHIBIDOR PLASTICO (CONSULTAR PRECIO),$5.815
DISNEY EXHIBIDOR (CONSULTAR PRECIO),$24.884
IYOSEI EXHIBIDOR (CONSULTAR PRECIO),$25.390
JABON LIQUIDO INFANTIL RIVER PLATE x 230 ml.,$1.005
DISNEY PERFUME INFANTIL EN LATA x 50 ml AURORA,$2.297
DISNEY PERFUME INFANTIL EN LATA COFRE BIJOU x 50 ml CENICIENTA,$1.139
JABON LIQUIDO INFANTIL BOCA JUNIORS ANTIBACTERIAL x 230 ml.,$1.005
KIT DEPORTIVO RIVER PLATE CON BOTINERO REGALO 45623,$4.309
DISNEY JABON LIQUIDO INFANTIL RUEDA CARS,$1.005
JACTANS DELINEADOR PARA OJOS RETRACTIL NEGRO 254/004,$862
JACTANS DELINEADOR LIQUIDO PLUMA NEGRO 256/003,$934
JACTANS DELINEADOR DE OJOS EN GEL NEGRO 539,$817
JACTANS MASCARA FACIAL REGENERADORA HIDRATANTE CON HIALURONICO 674/003,$718
JACTANS MASCARA FACIAL REGENERADORA ANTI AGE CON COLAGENO 674/002,$718
JACTANS SET ESMALTE UÑAS x 5 u. ROMANTICO 746/004,$905
JACTANS SET ESMALTE UÑAS x 5 u. FLUO 746/003,$905
JACTANS MAQUILLAJE COMPACTO CON CISNE AZTECA 260/024,$718
JACTANS MAQUILLAJE COMPACTO CON CISNE FENICIA 260/023,$718
JACTANS MAQUILLAJE COMPACTO CON CISNE EGIPCIA 260/022,$718
JACTANS MAQUILLAJE COMPACTO CON CISNE PERSA 260/021,$718
JACTANS MAQUILLAJE COMPACTO CON CISNE CELTA 260/020,$718
JACTANS MAQUILLAJE COMPACTO CON CISNE MAYA 260/019,$718
JACTANS MAQUILLAJE CORPORAL FLUO FUCSIA 749/004,$501
JACTANS MAQUILLAJE CORPORAL FLUO NARANJA 749/003,$501
JACTANS MAQUILLAJE CORPORAL FLUO AMARILLO 749/002,$501
JACTANS MAQUILLAJE CORPORAL FLUO VERDE 749/001,$501
JACTANS SET ESMALTE UÑAS x 5 u. CLASICO 746/001,$905
JACTANS ESMALTE UÑAS 3D AZUL 688/012,$330
JACTANS ESMALTE UÑAS 3D VIOLETA 688/011,$330
JACTANS ESMALTE UÑAS 3D ROSA Y NEGRO 688/010,$330
JACTANS ESMALTE UÑAS 3D ROJO 688/009,$330
JACTANS ESMALTE UÑAS 3D ORO 688/008,$330
JACTANS ESMALTE UÑAS 3D PLATA 688,$330
TULIPAN GEL INTIMO TUTTI FRUTTI POMO x 30 ml,$647
BIALCOHOL GEL NEUTRO DOYPACK PORTA x 250 ml,$266
BIALCOHOL GEL C/GLICERINA DOSIFICADOR PORTA x 500 ml,$407
BIALCOHOL GEL C/GLICERINA DOSIFICADOR PORTA x 250 ml,$287
AZUFRE EN BARRA FUREY CAJA x 20 packs x 5 u. c/u,$2.825
TERMOMETRO DIGITAL CLINICO IRAOLA,$651
VITAOL ACEITE DE JOJOBA Y TEA TREE x 20 ml,$992
TULIPAN GEL INTIMO ARGININA POMO x 30 ml,$647
TULIPAN GEL INTIMO CHOCOLATE POMO x 30 ml,$647
TULIPAN GEL INTIMO EFECTO CALOR POMO x 30 ml,$647
TULIPAN GEL INTIMO CLASICO POMO x 30 ml,$647
TULIPAN PRESERVATIVOS EXHIBIDOR 24+2 CAJAS x 3 u.,$5.760
TULIPAN PRESERVATIVOS SURTIDOS CONTENEDORA 12 CAJAS x 3 u.,$2.880
TULIPAN PRESERVATIVOS CLASICO DISPLAY 16 CAJAS x 3 u.,$3.840
VIVANT CREMA ROSA PIEL SECA VITAMINA A x 250 gr.,$326
IYO CERAMID SHOCK x 130 ml. YTR239,$402
IYO KERATIN SHOCK x 130 ml. YTR235,$402
O2+ LIMAS FOSFOROS LUCKY Y GREEN 2 cajas x 6 u. (0539),$217
O2+ COLITAS PARA PELO GRUESAS CON BRILLO x 6u. (3509),$106
O2+ BROCHA + PEINE PARA PESTAÑAS (3509),$563
DERMOGREEN HISOPO POTE RIGIDO REDONDO x 100 u.,$206
GUANTE EXFOLIANTE LISO,$155
VASO PICO DURO ANTIDERRAME CON ASAS CELESTE,$1.176
VASO PICO DURO ANTIDERRAME CON ASAS ROSA,$1.176
JESSAMY PIEDRA POMEZ GRANDE P1707,$130
MARY BOSQUES POLVO DECOLORANTE x 70 gr,$353
"AGUJA BREMEN 40x12 18G x 1,2 CAJA x100u.",$407
ESME SHAMPOO FAMILIAR CERAMIDAS X 950 ML,$230
ESME REPELENTE DE INSECTOS X 200 ML.(SPRAY),$261
ESME REPELENTE DE INSECTOS X 200 ML (SPRAY) ACCION PROLONGADA 25% DEET,$371
ESME ENJUAGUE BUCAL ANTIPLACA MENTOL X 250 ML SIN ALCOHOL,$209
ESME ENJUAGUE BUCAL ANTIPLACA MENTA X 250 ML SIN ALCOHOL,$209
ESME CREMA DENTAL 2 FLUOR X 140 G,$190
ESME CREMA DENTAL 2 FLUOR X 70 G,$122
ESME CREMA DENTAL BLANQUEADORA X 100 G,$148
ESME CREMA DENTAL DESENSIBILIZANTE Y ANTISÉPTICA C / FLÚOR X 85 G,$214
ESME GEL EXFOLIANTE SUAVE POMO X 130 G,$538
BALANZA ELEC. ULTRA SLIM (HASTA 150 KGS.) BE211,$6.297
"BALANZA MECANICA DE BAÑO, HASTA 130 kg",$5.259
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts PIEL,$463
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts NEGRO,$463
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts AZUL,$463
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts ROJO,$463
SURE SHAMPOO CONTROL CAIDA POWER x 300 ml + BIOACTIVADOR x 60 ml,$926
SURE SHAMPOO SILVER GREY HAIR x 300 ml,$857
"SURE SHAMPOO CLEAN & FRESH, CONTROL CASPA x 300 ml",$679
JESSAMY ESPATULA PARA DEPILAR CHICA x unid.,$71
JESSAMY ESPATULA PLASTICA PARA DEPILAR x 12 u.,$837
JESSAMY PULVERIZADOR CON MINI GATILLO x 500 ml.,$374
CEPILLO DENTAL ADULTO PLASTICO RECICLADO CONCIENCIA (0269),$222
ESPONJA MASAJE POM POM TELA TEJIDA LP ART.1000,$185
JACTANS MASCARA DE PESTAÑAS Y CEJAS TRANSPARENTE 267/002,$934
JACTANS EXHIBIDOR 3 ESTANTES 9049 (CONSULTAR PRECIO),$55.735
JACTANS ESMALTE UÑAS NEON VIOLETA 638/006,$287
JACTANS ESMALTE UÑAS NEON AQUAMARINE 638/005,$287
JACTANS ESMALTE UÑAS NEON VERDE 638/004,$287
JACTANS ESMALTE UÑAS NEON CORAL 638/003,$287
JACTANS ESMALTE UÑAS NEON ROJO 638/002,$287
JACTANS ESMALTE UÑAS NEON BLANCO 638/001,$287
JACTANS PAPELITOS QUITA GRASITUD 744,$287
JACTANS MAQUILLAJE CORPORAL Y FACIAL PLATA 738/008,$573
JACTANS MAQUILLAJE CORPORAL Y FACIAL TURQUESA 738/007,$573
JACTANS MAQUILLAJE CORPORAL Y FACIAL AMATISTA 738/006,$573
JACTANS MAQUILLAJE CORPORAL Y FACIAL FUCSIA 738/005,$573
JACTANS MAQUILLAJE CORPORAL Y FACIAL COBRE 738/004,$573
JACTANS MAQUILLAJE CORPORAL Y FACIAL JADE 738/001,$573
JACTANS DELINEADOR INTENSE BLACK 594,$790
JACTANS DELINEADOR CON ESFUMINO 523,$905
JACTANS SOMBRA DUO VERDE Y JADE 521/021,$574
JACTANS SOMBRA DUO BEIGE Y SIENA 521/020,$574
JACTANS SOMBRA DUO AZULINO Y AGUA 521/019,$574
PAPAGAYO PLASTICO FEMENINO VERTICE,$304
CEPILLO DENTAL IBC20085 INFANTIL UNICORNIO (0085),$172
CEPILLO DENTAL IBC5014 INFANTIL LUMINISCENTE (0481),$177
CEPILLO DENTAL IBC5017 ADULTO RECICLADO (0429),$149
CEPILLO DENTAL IBC5015 INFANTIL BIODEGRADABLE (0412),$376
CEPILLO DENTAL ADULTO MADERA BIODEGRADABLE CONCIENCIA (0405),$425
JACTANS MASCARA DE PESTAÑAS CON CEPILLO A PRUEBA DE AGUA 257/003,$1.048
JACTANS MASCARA DE PESTAÑAS TRADICIONAL 250/003,$862
CARTA COLORES ANILINAS YA COLOR,$1
MARY BOSQUE CATALOGO LINEA COMPLETA,$94
MARY BOSQUE CARTA COLORES CREMA COLORANTE FANTASIA,$94
REP TENSIOMETRO MANGA BRAZO DIGITAL XL DE 32/42 cm,$1.312
PROTECTOR LABIAL SANACUTIS CON PANTALLA SOLAR x Un,$361
TERMOMETRO INFRARROJO DIGITAL JOYTECH,$3.076
DERMOGREEN MASCARILLA CON ACEITE DE ARGAN x 300 ml.,$563
DERMOGREEN ACONDICIONADOR CON ACEITE DE ARGAN x 350 ml.,$510
DERMOGREEN SHAMPOO CON ACEITE DE ARGAN x 350 ml.,$510
DERMOGREEN MASCARILLA CON MOLECULAS DE KERATINA x 300 ml.,$563
DERMOGREEN ACONDICIONADOR CON MOLECULAS DE KERATINA x 350 ml.,$510
DERMOGREEN SHAMPOO CON MOLECULAS DE KERATINA x 350 ml.,$510
DERMOGREEN CREMA MANOS HIDRATACION PROLONGADA CON ACEITE DE ALMENDRAS x 60 grs.,$187
DERMOGREEN CREMA MANOS ANTIBACTERIAL CON KARITE x 60 grs.,$235
CHAPOTEANDO CUBO EXHIBIDOR,$1
JERINGA NEOJET TUBERCULINA CON AGUJA 15 x 5 x 100 u,$901
JERINGA NEOJET PICO CATETER 60 cc SIN AGUJA x u,$65
JERINGA NEOJET 60 cc SIN AGUJA x u.,$65
JERINGA NEOJET 20 cc SIN AGUJA x u.,$24
JERINGA NEOJET 10 cc CON AGUJA 40/8 x 100 u,$1.693
MAS POSA JABON 304,$405
MAS CAJA ORTODONCIA FLUO 176,$591
MAS SUZIE VINCHA ELASTICA DEPORTIVA 365,$623
MAS SEPARADOR DE DEDOS 284,$263
MAS ESPONJA FRUTAL 68,$420
MAS SUZIE BROCHE GRANDE ESTAMPADO 329,$580
MAS SUZIE COLITA DE TELA 331,$516
MAS GOMITAS BABY x 12 151,$289
DERMOGREEN SHAMPOO PEDICULICIDA CON PALO AMARGO ZAPPING x 125 ml,$229
DERMOGREEN KIT PEDICULOSIS SHAMPOO + LOCION ZAPPING,$1.176
DERMOGREEN SACHET ACEITE DE ALMENDRAS x 8 gr.,$65
DERMOGREEN SACHET ACEITE DE COCO Y ARGAN x 8 gr.,$103
DERMOGREEN SACHET MASCARA COCO MANIA x 25 gr:,$71
COFIAS PLISADAS BLANCAS PADEMED x 100 u,$806
JERINGA NEOJET 5 cc SIN AGUJA x 100 u,$881
MAC GREGOR EAU DE PARFUM LOVELY PURE x 100 ml,$3.369
EQUIPO COPROPARASITOLOGICO TABLADA ADULTO,$602
GUANTE LATEX TRUX MEDIANO x 100 u.,$542
AZUFRE EN BARRA TUTY CAJA x 100 u,$2.499
BARBIJO TRIPLE CAPA CON ELASTICO PADEMED CELESTE x 25 u,$250
AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 19,$28
BIALCOHOL MEDICINAL 96% PORTA x 1000 ml,$519
BIALCOHOL MEDICINAL 96% PORTA x 500 ml,$296
BIALCOHOL MEDICINAL 96% PORTA x 250 ml,$180
JESSAMY PERFILADOR NAVAJIN CEJAS DAMA x 3 unid. N21,$389
JACTANS ESMALTE LUZ NEGRA 205,$286
DISNEY PERFUME INFANTIL CUBES LOS INCREIBLES x 65ML,$574
DISNEY PERFUME INFANTIL CUBES SULLIVAN x 65ML,$574
DISNEY PERFUME INFANTIL CUBES MICKEY x 65ML,$574
DISNEY CAJITA PERSONAJE SORPRESA TSUM TSUM,$323
DISNEY BOMBA DE BAÑO INFANTIL LOL,$429
DISNEY VALIJITA NAILS BEAUTY SET BIA,$594
DISNEY SET 2 ESMALTES + 1 LABIAL BLISTER FROZEN II,$1.435
DISNEY ESMALTE INFANTIL PRINCESAS EN BLISTER RAPUNZEL,$573
DISNEY LABIAL INFANTIL PRINCESAS EN BLISTER CENICIENTA,$573
JACTANS STICKERS PARA FRANCESITAS 806,$143
JACTANS CUTE TOUCH ESPONJA DE MAQUILLAJE 651,$258
JACTANS NAIL ART PEN 639,$359
JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU CARAMELO 748/003,$790
JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU ALMENDRAS 748/002,$790
JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU LATTE 748/001,$790
JACTANS DESMAQUILLANTE BIFASICO SUAVE OJOS Y ROSTRO 737,$862
JACTANS BRUMA FIJADORA DE MAQUILLAJE 736,$862
JACTANS CORRECTOR OJERAS ALTA FIJACION TOSTADO 525/003,$862
JACTANS CORRECTOR OJERAS ALTA FIJACION BEIGE 525/002,$862
JACTANS CORRECTOR OJERAS ALTA FIJACION NATURAL 525/001,$862
JACTANS MASCARA DE PESTAÑAS OPTIMIZE ME 726,$1.291
JACTANS MASCARA DE PESTAÑAS XXL A PRUEBA DE AGUA 676,$1.293
JACTANS MASCARA DE PESTAÑAS 5 EFECTOS A PRUEBA DE AGUA 675,$1.293
JACTANS DELINEADOR LAPIZ MADERA NEGRO 605,$287
JACTANS DELINEADOR CREMOSO/NEW KOHOL 280,$646
JACTANS ESMALTE EFECTO MATE 706,$359
JESSAMY CORTA UÑAS GRANDE CAJA x 12 unid. C1778,$2.563
JESSAMY CORTA UÑAS CHICO CAJA x 24 unid. C1777,$2.563
JACTANS ESMALTE LACA GEL/TOP COAT 672,$99
JACTANS PEEL OFF MASCARA PARA UÑAS 633,$165
JACTANS CORRECTOR DE ESMALTES PARA UÑAS 563,$316
JACTANS KIT ESMALTE FRANCESITA 206,$688
JACTANS BRILLO LABIAL CON APLICADOR ROSA FUCSIA 509/009,$860
JACTANS BRILLO LABIAL CON APLICADOR ROSA PERLADO 509/005,$860
JACTANS BRILLO LABIAL CON APLICADOR ROJO 509/003,$860
JACTANS BRILLO LABIAL CON APLICADOR TRANSPARENTE 509/001,$860
SULFATIAZOL TALQUERA TABLADA x 5 grs,$677
REP NEB PISTON KIT DE MASCARAS (P59),$661
DERMOGREEN CERA DEPILATORIA CON MIEL Y CAMOMILLA MICROONDAS x 150gr,$377
DERMOGREEN CERA DEP.VEG. C/.ALOE VERA MICROONDAS x 150gr,$377
MAC GREGOR EAU DE PARFUM PINO x 100 ml,$2.681
MAC GREGOR EAU DE PARFUM DEEP BLUE x 100 ml,$2.681
MAC GREGOR EAU DE PARFUM LOVELY x 100 ml,$3.369
MAC GREGOR EAU DE PARFUM STRONGER x 100 ml,$3.369
TERMOMETRO INFRARROJO FRENTE CORONET BK8005,$5.072
PLANCHITA PELO SILFAB LISS EXPERT BY615,$8.156
SECADOR PELO SILFAB HEAT EXPERT BY520 S,$7.815
SECADOR PELO SILFAB CURVE BY527,$5.866
JESSAMY GORRA PARA DUCHA LISA G21,$190
NEBULIZADOR A PISTON FUREY COMPRESOR NBB02/A50,$13.413
DERMOGREEN CREMA CORPORAL ULTRA NUTRITIVA x 350gr,$493
DERMOGREEN CREMA CORPORAL MAXIMA HIDRATACION x 350gr,$493
DERMOGREEN CREMA CORPORAL PIERNAS IRRESISTIBLES x 350gr,$493
ALMOHADILLA TERMICA SILFAB CERVICAL AL82,$7.462
ALMOHADILLA TERMICA SILFAB SMALL AL80,$4.014
VAPORIZADOR SILFAB,$9.382
BOLSA COLECTORA ORINA EUROMIX K207 N1A x 2000 ml.,$143
BOLSA COLETORA.ORINA EUROMIX K206 AMBULATORIA N3B x 750 ml.,$378
GUANTE LATEX ELIT CHICO x 100 u.,$542
GUANTE LATEX ELIT MEDIANO x 100 u.,$542
COLCHON ANTIESCARAS DE AIRE CON BOMBA CORONET,$11.705
MARY BOSQUES CREMA COLORANTE FANTASIA VIOLETA x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA MAGENTA x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA VERDE x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA AZUL x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA ROJO x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA ROSA x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA NARANJA x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA GRIS ACERO x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA AMARILLO x 47 gr.,$200
MARY BOSQUES CREMA COLORANTE FANTASIA TURQUESA x 47 gr.,$200
ESTETOSCOPIO DOBLE PROFESIONAL CARDIOLOGICO CORONET HS30K,$4.263
ESTETOSCOPIO DOBLE PROFESIONAL PEDIATRICO CORONET HS30H,$3.345
ESTETOSCOPIO DOBLE PROFESIONAL ADULTO CORONET HS30J,$3.379
GASA EN PIEZA X 1 KGR INSUMOS DAGASA,$2.863
DERMOGREEN SACHET SHOCK BRILLO DE 25 grs. x unid.,$71
DERMOGREEN SACHET KERATINA EN CREMA DE 25 grs. x unid.,$71
DERMOGREEN SACHET BOTHOX CAPILAR DE 25 grs. x unid.,$71
CATETER TEFLON DEXAL N.18 (TIPO ABOCAT),$40
DERMOGREEN CERA DEPILATORIA VEGETAL CON ALOE VERA BANDEJA x 800gr,$1.215
DERMOGREEN CERA DEPILATORIA VEGETAL CON ALOE VERA BANDEJA x 400gr,$643
LLAVE 3 VIAS EUROMIX,$71
CATETER TEFLON DEXAL N.22 (TIPO ABOCAT),$40
DERMOGREEN CREMA DEPILATORIA CORPORAL PIEL NORMAL x120gr,$443
DERMOGREEN QUITAESMALTE REPARADOR CON ACEITE ALMENDRAS x 60 ml,$111
DERMOGREEN QUITAESMALTE SUAVIZANTE CON ACEITE DE ARGAN x 60 ml,$111
DERMOGREEN QUITAESMALTE FORTALECEDOR CON VITAMINA E x 60 ml,$111
DERMOGREEN QUITAESMALTE HUMECTANTE CON ALOE VERA x 60 ml,$111
DERMOGREEN QUITAESMALTE FORTALECEDOR CON VITAMINA E x 120 ml,$177
