name,price
DERMOGREEN QUITAESMALTE REPARADOR CON KERATINA x 120 ml,$177
DERMOGREEN QUITAESMALTE HUMECTANTE CON ALOE VERA x 120 ml,$177
DERMOGREEN QUITAESMALTE SUAVIZANTE CON ACEITE DE ARGAN x 120 ml,$177
DERMOGREEN CERA DEPILATORIA NATURAL C/.MIEL Y CAMOMILLA LATA x 200gr,$579
DERMOGREEN CERA DEPILATORIA VEGETAL CON ALOE VERA LATA x 200gr,$579
DERMOGREEN CREMA DEPILATORIA FACIAL TODO TIPO DE PIEL x 65gr,$373
DERMOGREEN CREMA DEPILATORIA CORPORAL PIEL SENSIBLE x120gr,$443
DERMOGREEN BANDA DEPILATORIA DE TELA NO TEJIDA x 8 u.,$84
TERMOMETRO DIGITAL CLINICO HANGZHOU DT11A,$593
PINCEL PARA TINTURA GRANDE x 6 unid.,$544
TERMOMETRO DIGITAL EXATHERM DTK11B,$611
TENSIOMETRO DIGITAL AUT.BRAZO CORONET LD572,$7.753
TENSIOMETRO DIGITAL AUT.MUÑECA CORONET LD752,$5.877
CEPILLO DENTAL IBC3022 INFANTIL ANATOMICO x 12 u. (0290),$1.158
CEPILLO DENTAL IBC3021 INFANTIL ECO x 12 u.(0306),$883
CEPILLO DENTAL IBC3023 ADULTO ANATOMICO x 12 u.(0283),$1.276
JESSAMY LIMA SAPHIRO DIAMANTADA MANGO CAREY 6 (L6),$119
O2+ ESPONJA MAQUILLAJE BEAUTY BLENDER FUCSIA(4025),$472
O2+ BROCHA POLVO RUBOR (3202),$939
O2+ BROCHA POLVO RUBOR CONTORNO (3301),$826
O2+ BROCHA PARA BASE LIQUIDA (3400),$826
O2+ BROCHA SOMBRA OJOS (3608),$563
O2+ BROCHA RETRACTIL CARTERA (3707),$723
O2+ COLITAS TUBO CON BRILLO x 32 u. (4001),$869
O2+ ESPONJA EXFOLIANTE KONJAC VERDE (4230),$1.061
O2+ UÑAS POSTIZAS CON PEGAMENTO (4445),$806
O2+ UÑAS POSTIZAS CON PEGAMENTO (4414),$806
O2+ UÑAS POSTIZAS CON PEGAMENTO (4407),$806
O2+ UÑAS POSTIZAS CON PEGAMENTO (4421),$806
O2+ UÑAS POSTIZAS CON PEGAMENTO (4391),$806
O2+ UÑAS POSTIZAS CON PEGAMENTO (4469),$806
O2+ PORTA COSMETICOS TOUJOURS (4278),$1.855
O2+ PORTA COSMETICOS MAKE UP (4261),$1.855
CATETER TEFLON DEXAL N.14 (TIPO ABOCAT),$49
CATETER TEFLON DEXAL N.24 (TIPO ABOCAT),$44
JERINGA NEOJET INSULINA CON AGUJA 12 x 4 x 100 u,$901
JERINGA NEOJET 5 cc CON AGUJA 40/8 x 100 u,$1.150
MARY BOSQUES RUBIOS TOTALES x 20 gr.,$116
NONISEC PAÑAL ADULTO EXTRA GRANDE x 10u,$886
REPUESTO NEBULIZADOR PISTON MANGUERA NEBULIZAR SILFAB,$477
JERINGA BREMEN 5 cc 40/8 x 100 u,$1.150
REPUESTO NEBULIZADOR PISTON EXATHERM KIT (AMPOLLA NEBULIZAR+ TUBO DE AIRE+5 FILTROS DE AIRE+MASCARA,$1.411
JESSAMY GORRA PARA DUCHA LISA G00185,$270
JESSAMY GORRA PARA DUCHA CRISTAL G24,$257
AEROCAMARA PEDIATRICA AERO100 CON MASCARA AB00102,$731
MARY BOSQUES CREMA DE COCO CON ACEITE DE COCO Y ALMENDRAS SOBRE x 250 gr.,$685
MARY BOSQUES PALTA EN CREMA CAPILAR x 250 gr.,$638
MARY BOSQUES SHOCK ACIDO SOBRE x 250 grs.,$677
MARY BOSQUES BOTOXX CAPILAR x 250 gr.,$619
MARY BOSQUES KERATINA EN CREMA SOBRE x 250 grs.,$508
MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE x 250 gr.,$624
MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x 250 gr.,$630
NONISEC PAÑAL ADULTO GRANDE x 10u,$831
"CINTA ADHESIVA HIPOALERGIC SENSITIVE 2,5 cm x 2,5 mts",$1.358
CATETER TEFLON DEXAL N.20 (TIPO ABOCAT),$40
ELECTRODO K/KAUTION BOLSA x 50 UNIDADES,$1.153
PERFUS TIPO SIN AGUJA (V14) Nro 1 MACROGOTERO TRUX,$47
JESSAMY LIMAS CON ESTUCHE TROPICAL TARRO x 60 unid. L390,$6.208
CORTA UÑAS FUREY BOLSITA CHICO C1777,$85
AEROCAMARA ADULTO AERO100 CON MASCARA AB00104,$731
CLAMP UMBILICAL EUROMIX,$35
BOLSA COLECTOR DE ORINA BREMEN CAMA CON DESAGOTE,$108
AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 25,$28
AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 23,$28
AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 21,$28
REPUESTO TENSIOMETRO ANEROIDE BOLSO CON CIERRE,$321
ESTETOSCOPIO SIMPLE IMPORTADO FUREY,$597
GUANTE NITRILO ELIT CAJA 100 U. AZUL EXTRA GRANDE,$626
GUANTE NITRILO ELIT CAJA 100 U. AZUL GRANDE,$626
GUANTE NITRILO ELIT CAJA 100 U. AZUL MEDIANO,$626
GUANTE NITRILO ELIT CAJA 100 U. AZUL CHICO,$626
GUANTE NITRILO ELIT CAJA 100 U. NEGRO GRANDE,$626
IYOSEI CERA CAPILAR HYDRO BALANCE CLASICA x 50 gr.,$507
IYOSEI CERA CAPILAR REPAIR COMPLEX x 50 gr.,$507
IYOSEI CERA CAPILAR HYDRO BALANCE HARD x 50 gr.,$507
IYOSEI CERA CAPILAR SHINE & GLOSS x 50 gr.,$507
IYOSEI CERA CAPILAR TUTTI FRUTTI x 50 gr.,$507
IYOSEI CERA CAPILAR ANTI FRIZZ LACIOS x 50 gr.,$507
IYOSEI CERA CAPILAR GUARANA x 50 gr.,$507
OTOWIL HOMBRE SHAMPOO TRES EN 1 x 250 gr,$668
OTOWIL HOMBRE CREMA PARA PEINAR POMO x 150 gr,$308
OTOWIL MASCARA FACIAL PEEL OFF x 25 gr.,$328
OTOWIL MASCARA FACIAL ESPINILLAS TELA x 20 gr.,$378
OTOWIL ACEITE DE COCO CON QUINOA x 10 cc,$111
IYOSEI SAVIA VEGETAL KERATINA x 150 gr.,$410
VIVANT CREMA DE ORDEÑE NUTRICION x 200 gr.,$596
VIVANT CREMA DE ORDEÑE HIDRATACION x 200 gr.,$596
IYOSEI CREMA M&C Q10 x 240 gr.,$485
IYOSEI CREMA M&C ALOE VERA x 240 gr.,$485
IYOSEI CREMA M&C KARITE x 240 gr.,$485
IYOSEI ARGAN SHOCK x 125 ml.,$402
IYOSEI SILIKON SHOCK x 130 ml.,$402
IYOSEI PROTECTOR THERMICO CAPILAR x 150 gr.,$587
IYOSEI CERA CAPILAR MACADAMIA x 50 gr.,$507
IYOSEI CERA CAPILAR ARGAN ELIXIR x 50 gr.,$507
IYOSEI CERA CAPILAR FILTRO UV x 50 gr.,$507
IYOSEI BAÑO DE LUZ ACLARANTE x 200 ml.,$474
IYOSEI ARGAN ELIXIR OLEO CAPILAR x 30 ml.,$752
IYOSEI ORTIGA SHAMPO FORTIFICANTE x 430 ml.,$1.147
GUANTE LATEX FUREY CHICO x 100 u,$542
ESTETOSCOPIO SIMPLE CORONET COLORES HS30A1,$597
TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR VIOLETA,$4.062
TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR AZUL,$4.062
JESSAMY ESPONJA DE BAÑO POM POM EXFOLIANTE RED PLASTICA E2000,$295
HIPOALERGIC AG+ APOSITO ANTI BACTERIAL HIPOALERGIC x 20 unid.,$218
GASA EN CAJA HIDROGASA N.1 10x10 2 SOBRES DE 16 TROZOS,$128
O2+ TIJERA MANICURIA INDIVIDUAL (8030),$393
O2+ PINZA DE DEPILAR INDIVIDUAL (8030),$166
O2+ CORTA UÑAS INDIVIDUAL (8047),$291
GUANTE NITRILO ELIT CAJA 100 U. NEGRO EXTRA GRANDE,$626
GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO,$626
GUANTE NITRILO ELIT CAJA 100 U. NEGRO CHICO,$626
APOSITO PROTECTOR FUREY CAJITA x 10 u,$76
MAS SET DE REGALO N. 3 30,$3.829
NONISEC APOSITOS INCONTINENCIA MODERADA x 10 unid.,$431
NONISEC APOSITOS INCONTINENCIA LEVE x 10 unid.,$367
NONISEC ZALEA GRANDE x 10 unid.,$1.244
NONISEC PAÑAL ADULTO ULTRA EXTRA GRANDE x 8 unid.,$1.178
NONISEC PAÑAL ADULTO ULTRA GRANDE x 8 unid.,$1.083
PROTECTORES DIARIOS TANGA DONCELLA x 20 u,$187
PROTECTORES DIARIOS DONCELLA maxi pack x 60 u,$382
TOALLA HIGIENICA DONCELLA POCKET CON ALAS NOCTURNAS x 8 u.,$164
BOWL INFANTIL VIOLETA,$78
BOWL INFANTIL VERDE,$78
BOWL INFANTIL ROSA,$78
BOWL INFANTIL CELESTE,$78
PUMP GEL GRANDE PACK 25x23 cm,$599
PUMP GEL CHICO PACK 15x25 cm,$405
PUMP GEL MINI PACK 15x15 cm,$370
TENSIOMETRO DIGITAL AUT.BRAZO CHU304 CITIZEN,$14.590
PLATO TRES DIVISIONES VIOLETA,$127
PLATO TRES DIVISIONES VERDE,$127
PLATO TRES DIVISIONES CELESTE,$127
PLATO REDONDO VIOLETA,$102
PLATO REDONDO VERDE,$102
PLATO REDONDO ROSA,$102
VASO CON TAPA VIOLETA,$87
VASO CON TAPA VERDE,$87
VASO CON TAPA CELESTE,$87
PLATO REDONDO CELESTE,$102
PLATO TRES DIVISIONES ROSA,$127
VASO CON TAPA ROSA,$87
O2+ PINZA DE DEPILAR VIOLETA (0256),$599
O2+ PINZA DE DEPILAR FUCSIA (0584),$599
O2+ SACA CALLOS CON PIEDRA Y CEPILLO (0027),$398
O2+ SET DE LIMAS 18 CM x 6 UNID. (0164),$932
O2+ ARQUEADOR DE PESTAÑAS FUCSIA (0034),$367
O2+ LIMPIA BROCHA PARA LAVORATORIO VIOLETA (0447),$1.240
O2+ SET BROCHAS DE MAQUILLAJE NEGRO (0355),$733
O2+ ESPEJO DOBLE RECTANGULAR SWEET TIME (0294,$869
O2+ ESPEJO DOBLE RECTANGULAR GREEN DREAM (0287),$869
O2+ ESPEJO DOBLE RECTANGULAR LUCKY KISS (0270),$869
O2+ ESPEJO 10X CON AUMENTO Y SOPAPA (1505),$696
O2+ ESPEJO 5X CON AUMENTO Y SOPAPA (1406),$640
O2+ ANTIFAZ FRIO CALOR ROSA (1208),$2.214
O2+ GEL FRIO CALOR SAPO (1703),$2.190
O2+ GEL FRIO CALOR PATO (1604),$2.190
O2+ GEL FRIO CALOR OSO (1802),$2.190
O2+ CEPILLO DESENREDANTE FUCSIA (0232),$1.240
O2+ GORRA DE BAÑO (1000),$268
O2+ SET MANICURA FUCSIA (8 PIEZAS) (0188),$2.556
"TELA ADHESIVA MICROPOROSA FUREY SIN CARRETEL 1,25cmx9mx24u",$1.257
ALFA PROTECTOR TERMICO SPRAY x 125 ml.,$760
BARRO CAPILAR GALAPAGOS x450g,$592
BAÑO DE SEDA CON KERATINA GALAPAGOS x450g,$592
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts PIEL BLISTER,$1.342
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts NEGRO BLISTER,$1.342
LENOX PLANTILLA REPOSICION KIDS GRANDE,$1.362
LENOX PLANTILLA REPOSICION KIDS CHICA,$1.362
LENOX PLANTILLA REPOSICION KIDS EXTRA CHICA,$1.362
LENOX PLANTILLA REPOSICION KIDS EXTRA GRANDE,$1.362
CORTA PASTILLAS 002425,$585
LENOX SEPARADOR DEDO DUO DE GEL 8009 UNICO TAMAÑO,$1.274
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts ROJO BLISTER,$1.342
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts AZUL,$1.342
MARY BOSQUES PALTA EN CREMA CAPILAR x 20 gr.,$118
TENSIOMETRO ANEROIDE SIN ESTETOSCOPIO ESTANDAR CON MANGA CORONET XL HS50C,$3.988
BOMBACHA GERIATRICA PLASTICA TALLE 5,$628
SACALECHE BEBEFANTITOS PLASTICO EN CAJA,$388
BASTON TRIPODE DE ALUMINIO (SILFAB HY7300L),$5.223
ELEVADOR PARA INODORO PLASTICO SILFAB 1018,$14.311
EXHIBIDOR LENOX (CONSULTAR PRECIO),$43.965
TALONERA SOFEET MUJER POINT PUNTO AZUL 35 AL 41,$2.666
TALONERA SOFEET HOMBRE POINT AZUL 39 AL 47,$2.666
TALONERA SOFEET MUJER COMFORT PLUS 35 AL 41,$2.363
TALONERA SOFEET HOMBRE COMFORT PLUS 39 AL 47,$2.363
PINZA DEPILAR XZN CODIGO 420 ACERO MACIZA x 12 u,$5.747
CHATA PLASTICA VERTICE,$891
LENOX PLANTILLA ANTIMICOTICA ( Talle 43 al 46) 8603,$1.362
LENOX PLANTILLA ANTIMICOTICA ( Talle 37 al 39) 8601,$1.362
LENOX PLANTILLA ANTIMICOTICA ( Talle 34 al 36) 8600,$1.362
LENOX ALMOHADILLA PLANTAR GEL CON REALCE GRANDE 8202,$1.518
LENOX SEPARADOR DEDO DOBLE T DE GEL GRANDE 8312,$862
LENOX SEPARADOR DEDO DOBLE T DE GEL MEDIANO 8311,$862
LENOX SEPARADOR DEDO DOBLE T DE GEL CHICO 8310,$862
LIMA PULIR 320/400/1500 FUREY L25,$107
CEPILLO BAÑO MADERA MANGO DESMONTABLE FUREY,$809
TENSIOMETRO INFANTIL CORONET SIN ESTETOSCOPIO HS20C,$3.503
TENS.ANEROIDE CORONET PALM ABS AZUL HS201T,$4.460
LIMA BANANA FUREY DE PULIR 320/400/1500 L13,$112
LIMA BANANA FUREY ZEBRA 180/240 L21,$86
CEPILLO CABELLO FUREY DELFIN CHICO J 142,$415
CEPILLO CABELLO FUREY CON STRASS TERMICO MEDIANO 52 MM C 6311,$1.078
"MONTREAL MANTECA CACAO PROTEC LABIAL DE 4,5 grs. x 20 u.",$3.346
PERFUS TIPO SIN AGUJA (V14) Nro 1 MACROGOTERO BREMEN,$54
AEROCAMARA NEONATAL AERO100 CON MASCARA BEBE AB00101,$731
TENSIOMETRO CON ESTETOSCOPIO CORONET ESTANDAR HS50A,$3.136
ALMOHADA SANCA PARA AMAMANTAR (JPV06),$2.239
BASTON CUADRUPLE EN HIERRO MANGO DE ALUMINIO REGULABLE HY7400L,$5.582
BASTON CANADIENSE x unid. HY7600L,$4.005
BASTON DE MADERA HY7204L,$3.688
BASTON DE ALUMINIO HY7200L,$2.834
TENSIOMETRO PALM BITUBO NEGRO CORONET HS201Q2,$5.284
TENSIOMETRO PALM ESTANDAR CORONET HS201C2,$4.010
MARY BOSQUES CREMA DE COCO CON ACEITE DE COCO Y ALMENDRAS SOBRE x 20 gr.,$118
MARY BOSQUES CREMA DE COCO POTE x 200 gr.CON ACEITE DE COCO Y ALMENDRAS,$876
CALZA FITNESS HOMBRE FUREY TALLE 4,$3.061
CALZA FITNESS HOMBRE FUREY TALLE 1,$3.061
BALANZA MECANICA DE BAÑO,$5.259
CREMA ORDEÑE MONTREAL x 180 grs,$571
TENSIOMETRO CON ESTETOSCOPIO CORONET SUPERIOR AZUL,$4.181
TERMOMETRO EXATHERM CONTACTO,$812
OTOWIL CREMA MANTENIMIENTO ALISADO/EXPRESS SOBRE x 50 grs.,$423
OTOWIL SHAMPOO ALISANTE/EXPRESS SOBRE x 50 grs.,$534
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE LARGE,$766
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE MEDIUM,$766
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL,$766
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE EXTRA LARGE,$766
REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE MEDIUM,$766
REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE LARGE,$766
REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE EXTRA LARGE,$766
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE EXTRA LARGE,$766
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE LARGE,$766
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE MEDIUM,$766
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE SMALL,$766
REMERA DE ENTRENAMIENTO HOMBRE FUREY BLANCA TALLE MEDIUM,$766
REMERA DE ENTRENAMIENTO HOMBRE BLANCA TALLE SMALL,$766
REMERA DE ENTRENAMIENTO HOMBRE FUREY BLANCA TALLE LARGE,$766
REMERA DE ENTRENAMIENTO HOMBRE BLANCA TALLE EXTRA LARGE,$766
CALZA FITNESS PESCADORA MUJER FUREY TALLE 2,$3.613
CALZA FITNESS PESCADORA MUJER FUREY TALLE 1,$3.613
CALZA FITNESS PESCADORA MUJER FUREY TALLE 3,$3.613
CALZA FITNESS PESCADORA MUJER FUREY TALLE 4,$3.613
CALZA FITNESS HOMBRE FUREY TALLE 2,$3.061
CALZA FITNESS HOMBRE FUREY TALLE 3,$3.061
CREMA CON ALOE VERA FUREY x 180 grs,$363
TALCO MENTOLADO TABLADA x 100 gr,$437
LIMA METALICA SEMDIL N.13/18 x 12 u,$1.562
TELA ADHESIVA MICROPOROSA FUREY SIN CARRETEL 5cmx9mx6u.,$1.257
"TELA ADHESIVA MICROPOROSA FUREY SIN CARRETEL 2,5cmx9mx12u",$1.257
ESPONJA DE BAÑO HUESO ANATOMICA (ARTICULO 800),$164
ESPONJA DE BAÑO REDONDA LABRADA BICOLOR (ARTICULO 250),$204
ESPONJA DE BAÑO RECTANGULAR (ARTICULO 150),$134
MARY BOSQUES OLEO EN CREMA KERATINA Y ARGAN x 20 gr..,$95
AGUA OXIGENADA TABLADA 40 VOLUMEN x 100 cc,$137
REPUESTO PARA ESTETOSCOPIO OLIVA x 2 unid.,$113
TOALLA HIGIENICA DONCELLA POCKET CON ALAS ULTRAFINA x 8 u.,$137
FLOSSERS 2 LIFE x 25 unid.,$104
MARY BOSQUES BOTOXX CAPILAR POTE x 200 gr.,$796
MARY BOSQUES BOTOXX CAPILAR x 20 gr.,$105
JESSAMY RULEROS PLASTICOS N.15 (TOCA) x 6 unid.,$410
GUANTE LATEX DEXAL MEDIANO x 100 u.,$542
GUANTE LATEX DEXAL CHICO x 100 u.,$542
MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE POTE x 200 gr.,$795
GASA EN CAJA FUREY N.5 20x20 8 SOBRES DE 4 TROZOS,$387
GASA EN CAJA FUREY N.5 10x10 10 SOBRES DE 16 TROZOS,$387
CUBIERTO FUREY INFANTIL ROSA (CUCHARA Y TENEDOR),$42
REPUESTO TENSIOMETRO ANEROIDE KIT CAMARA + MANGA NIÑO 4 A 9 AÑOS,$1.970
JESSAMY PESTAÑAS INDIVIDUALES LARGAS x 60 unid.,$587
JESSAMY PESTAÑAS INDIVIDUALES MEDIANAS x 60 unid.,$587
JESSAMY PESTAÑAS INDIVIDUALES CORTAS x 60 unid.,$587
JERINGA FUREY PICO CATETER 60 cc S/A x u,$65
FRASCO ESTERIL GASANA CON CAJA x 125 cc,$85
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 5 BEIGE,$4.768
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 4 BEIGE,$4.768
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 3 BEIGE,$4.768
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 2 BEIGE,$4.768
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 1 BEIGE,$4.768
FRASCO ESTERIL SIN CAJA FUREY x 125 cc,$60
JESSAMY GORRA PARA DUCHA FLOREADO G512,$241
REGATON N. 16 (BASTON CUADRUPLE),$237
BOLSA PARA AGUA CALIENTE CORONET REFORZADA,$1.242
BOLSA PARA AGUA CALIENTE FUREY CON FUNDA,$1.242
BOLSA PARA AGUA CALIENTE FUREY PREMIUM REFORZADA,$1.242
BOLSA PARA AGUA CALIENTE FUREY STANDARD,$943
CATETER TEFLON DEXAL N.16 (TIPO ABOCAT),$44
NEBULIZADOR FUREY ULTRASONICO COD.N68A,$15.626
PEINE OYONNAX N: 15 (RASTRILLO),$1.249
PEINE OYONNAX N: 14 (AFRO),$946
PEINE OYONNAX N: 12 (AFRO C/MANGO),$556
PEINE OYONNAX N: 11 (TOILETTE),$609
PEINE OYONNAX N: 10 (TOILETTE),$556
PEINE OYONNAX N: 8 (DAMA C/MANGO),$495
PEINE OYONNAX N: 7 (RULERO),$382
PEINE OYONNAX N: 6 (CABALLERO),$382
PEINE OYONNAX N: 2 (BOLSILLO),$229
PEINE OYONNAX N: 1 (BOLSILLO),$229
REMERA TERMICA MUJER NEGRA FUREY TALLE SMALL,$4.012
REMERA TERMICA MUJER NEGRA FUREY T. EXTRA LARGE,$4.012
REMERA TERMICA MUJER NEGRA FUREY TALLE LARGE,$4.012
REMERA TERMICA MUJER NEGRA FUREY TALLE MEDIUM,$4.012
CALZA TERMICA HOMBRE FUREY NEGRO TALLE 1,$4.279
REMERA TERMICA HOMBRE NEGRA FUREY TALLE EXTRA LARGE,$4.012
REMERA TERMICA HOMBRE NEGRA FUREY TALLE LARGE,$4.012
REMERA TERMICA HOMBRE NEGRA FUREY TALLE MEDIUM,$4.012
REMERA TERMICA HOMBRE NEGRA FUREY TALLE SMALL,$4.012
CALZA TERMICA MUJER FUREY NEGRO TALLE 4,$4.525
CALZA TERMICA MUJER FUREY NEGRO TALLE 3,$4.525
CALZA TERMICA MUJER FUREY NEGRO TALLE 2,$4.525
CALZA TERMICA MUJER FUREY NEGRO TALLE 1,$4.525
CALZA TERMICA HOMBRE FUREY NEGRO TALLE 4,$4.279
CALZA TERMICA HOMBRE FUREY NEGRO TALLE 2,$4.279
CALZA TERMICA HOMBRE FUREY NEGRO TALLE 3,$4.279
"COLCHON ANTIESCARAS DOMUS I 1,90 x 090 CM(I1600)",$17.002
BALANZA ELECTRONICA DE COCINA BC305,$5.259
BALANZA ELECTRONICA DE COCINA CON RECIPIENTE BC301,$6.020
CUBIERTO FUREY INFANTIL VERDE (CUCHARA Y TENEDOR),$42
JESSAMY LIMA BANANA NEGRA 100/180 JESSAMY L19,$79
GUANTE LATEX BREMEN GRANDE x 100 u.,$542
GUANTE LATEX BREMEN MEDIANO x 100 u.,$542
GUANTE LATEX BREMEN CHICO x 100 u.,$542
MARY BOSQUES 911 SIN ENJUAGUE TRATAMIENTO INTENSIVO FRASCO x 60 grs.,$520
PAPAGAYO PLASTICO,$304
CREMA OXIG TABLADA 20 v 100 cc.HIERBA,$172
MARY BOSQUES 911 SIN ENJUAGUE TRATAMIENTO INTENSIVO SOBRE x 10 grs.,$96
MARY BOSQUES KERATINA EXPRESS POMO x 150 gr.,$726
SPRAY FRIO BANDERGREEN x 140 gr.,$1.127
AGUJA BREMEN 40x8 21G x 1 1/2 CAJAx100u.,$314
OXIMETRO CORONET PEDIATRICO PC/60D2,$9.724
XULU LAPIZ LABIAL C 58 ART. K251,$223
CEPILLO CABELLO FUREY CON STRASS NEUMATICO OVAL,$775
CEPILLO CABELLO FUREY CON STRASS ARAÑA,$735
CORTA UÑAS FUREY GRANDE CAJA x 24 unid.,$4.605
LIMA ACOLCHADA RECTA NEGRA FUREY 100/180 L 26,$73
MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 5 AZUL,$5.925
MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 5 NEGRO,$5.925
MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 4 NEGRO,$5.925
MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 3 NEGRO,$5.925
MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 2 NEGRO,$5.925
MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 1 NEGRO,$5.925
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 3 TOSTADO,$4.768
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 2 TOSTADO,$4.768
MEDIA DESCANSO DAMA CORTA 70 DENIER BETALATEX TALLE 1 TOSTADO,$4.768
AGUJA BREMEN 13x3 30G x 1/2 CAJA x100u.,$459
"AGUJA BREMEN 25x0,8mm 21G x 1 CAJAx100u",$314
ALCANFOR IMPORTADO SINTETICO DEER 12 BLISTERS x 4 TABLETAS,$5.670
XULU ESMALTE UÑAS C 55 (LILA),$107
XULU ESMALTE UÑAS C 58 (VERDE PASTEL),$107
ALFA AMPOLLA OIL COMPLEX x 10 cc,$346
AGUJA BREMEN 50x8 21G x 2 CAJA x 100 u.,$451
AGUJA BREMEN 16x5 25G x 5/8 CAJAx100u,$302
ACEITE DE COCO PURO TABLADA x 125 cc,$828
"JERINGA BREMEN INSULINA CON AGUJA 12 x 0,33 mm x 100 u",$901
JERINGA BREMEN 3 cc S/A x 100 u,$788
JERINGA BREMEN 5 cc S/A x 100 u,$881
JERINGA BREMEN 10 cc S/A x 100 u,$1.277
JERINGA BREMEN 10 cc 40/8 x 100,$1.693
JERINGA BREMEN 20 cc S/A x u,$24
JERINGA BREMEN PICO CATETER 60 cc SIN AGUJA x u,$65
JERINGA BREMEN 60 cc S/A x u. PICO LISO,$65
PERFUME GALAPAGOS MUJER ANGEL,$888
GUANTE LATEX AS GRANDE x 100 u.,$542
GUANTE LATEX AS MEDIANO x 100 u.,$542
VENDA ELASTICA DEPORTIVA SUAVE FUREY x 7 cm,$370
VENDA ELASTICA DEPORTIVA SUAVE FUREY x 5 cm,$319
AGUA OXIGENADA TABLADA 30 VOLUMEN x 100 cc,$128
AGUA OXIGENADA TABLADA 20 VOLUMEN x 100 cc,$123
FRASCO ESTERIL SIN CAJA GASANA BULTO x 225 unid.,$12.020
REPARADOR DE PUNTAS ARGAN OIL ELEVACION x 30 cc,$574
PERFUME GALAPAGOS MUJER BELLA,$888
HOJA BISTURI BREMEN N.23 CAJA x 100 u.,$1.205
HOJA BISTURI BREMEN N.21 CAJA x 100 u.,$1.205
PEGAMENTO SUPER GLUE x 3 grs.x 12 POMOS,$974
SILFAB MANTA TERMICA PARA CAMA 2 PLAZA,$22.112
MANTA TERMICA POLIESTER PARA CAMA 1 PLAZA,$12.326
TERMOMETRO DIGITAL CLINICO CITIZEN (CTA301C),$910
RUEDAS PARA ANDADOR DE ALUMINIO SILFAB x 2 u.(A1038),$4.027
ANDADOR DE ALUMINIO SIN RUEDAS SILFAB A3015,$16.969
JESSAMY LIMA SAPHIRO FUNDA DIAMANTADA MANGO CAREY 5 (L5),$106
REGATON N. 22 (MULETAS DE ALUMINIO),$310
MAS KDENT CEPILLO ANTI SLIP TONGUE CLEANER 800,$453
MAS KDENT CEPILLO STEPS1 0 A 2 AÑOS 806,$335
MAS KDENT CEPILLO TRAVEL KIDS 805,$335
MAS KDENT CEPILLO 3 AÑOS O MAS 803,$416
MS KDENT CEPILLO PLEGABLE 802,$335
MAS KDENT CEPILLO TRAVEL 801,$335
MAS PORTA COSMETICO BOX 64,$1.665
COLLAR DE FILADELFIA COLTEX EXTRA GRANDE,$2.322
COLLAR DE FILADELFIA COLTEX PEDIATRICO,$2.322
COLLAR DE SCHANZ BLANDO COLTEX EXTRA GRANDE,$959
COLLAR DE SCHANZ BLANDO COLTEX PEDIATRICO,$959
